,Title,Price,Duration,Description,Tag,Subtag,Image link
181,Ticket Attraction Singapore Malaysia Hong kong USS Disneyland Legoland Gardenbythebay Mbs Adventure Cove Wings Of Time Singapore Zoo Singapore Flyer Sea Aquarium River Safari Jurongbird Nightsafari Luge&skyride Angrybird HELLOKITTY Oceanpark SG HK MY,S$0,NA,ALL READY STOCK NO CANCELING OF ORDER NO REFUND NO FURTHER NEGOTIATIONS  NO TRADE ONLY SELF-COLLECT AT MRT / POSTAGE / EMAIL.  TICKET WILLBE EMAILED TO YOU WITHIN 24-48HR AFTER PAYMENT. GIVE ME FIXED DATE AND TRANSFER ME 1-2DAYS BEFORE YOU GO.  •Last UPDATE for 2016:  1.a) USS Eticket $55  (Choose d,Attractions,Theme park,https://media.karousell.com/media/photos/products/2016/01/31/183338_42493140_thumbnail.jpg
182,👙ADVENTURE COVE ,S$19.50,NA,"👙WATER THEME PARK CHILD E-TICKET  👙Adventure Cove E- Tickets   ADULT $26 CHILD $19.50  📱Just scan and enter using your mobile phone.  Payment via bank transfer, paynow or pahlah  🎟Tickets will be emailed to you within 10-15 minutes or less.   Please whatsapp ""Lightning⚡️""   https://wa.me/6585001412 ",Attractions,Theme park,https://media.karousell.com/media/photos/products/2020/01/13/124055_85280441_thumbnail_progressive_thumbnail.jpg
183,Adventure Cove Waterpark Ticket,S$28,NA,FOR SALE!!! CHEAPEST BUT LEGIT TICKETS!!!  ⚫ ADULT $28 ⚫ KID $22  ✔ [E-TICKET ONLY] ✔ 100% GUARANTEED SAFE AND LEGIT ✔ ACCEPT PAYMENT VIA PAYLAH/PAYNOW,Attractions,Theme park,https://media.karousell.com/media/photos/products/2019/09/07/185144_249354443_thumbnail3_progressive_thumbnail
184,Adventure Cove ticket,S$18,NA,"Selling adventure cove E ticket Each ticket is valid for 3 months  Open dated You can go any day including public holiday, weekends, school holiday Ticket will be send by email within 24 hours after payment Ticket is transferable Can be buy as gift  Child: $18.50 Adult $24.50",Attractions,Theme park,https://media.karousell.com/media/photos/products/2018/06/19/225256_161603995_thumbnail_progressive_thumbnail.jpg
185,"Festive Family room Oct-Dec with 3 bed compartment + 15% discount on USS tickets, Adventure Cove, Aquarium",S$370,NA,"Also available Crockford Hotel, Equarius Hotel for other weekdays in Aug and any dates till November. The sooner you msg, you can get the date you want if you provide whatsapp and email address.  Best price is only for specific date I will meet you at hotel to register your name at the hotel counter",Attractions,Theme park,https://media.karousell.com/media/photos/products/2020/02/29/195755_273264635_thumbnailh_progressive_thumbnail
186,Ticket Attraction Singapore Malaysia Hong kong USS Disneyland Legoland Gardenbythebay Mbs Adventure Cove Wings Of Time Singapore Zoo Singapore Flyer Sea Aquarium River Safari Jurongbird Nightsafari Luge&skyride Angrybird HELLOKITTY Oceanpark SG HK MY,S$0,NA,ALL READY STOCK NO CANCELING OF ORDER NO REFUND NO FURTHER NEGOTIATIONS  NO TRADE ONLY SELF-COLLECT AT MRT / POSTAGE / EMAIL.  TICKET WILLBE EMAILED TO YOU WITHIN 24-48HR AFTER PAYMENT. GIVE ME FIXED DATE AND TRANSFER ME 1-2DAYS BEFORE YOU GO.  •Last UPDATE for 2016:  1.a) USS Eticket $55  (Choose d,Attractions,Theme park,https://media.karousell.com/media/photos/products/2016/02/02/090124_42650497_thumbnail.jpg
187,Ticket Attraction Singapore Malaysia Hong kong USS Disneyland Legoland Gardenbythebay Mbs Adventure Cove Wings Of Time Singapore Zoo Singapore Flyer Sea Aquarium River Safari Jurongbird Nightsafari Luge&skyride Angrybird HELLOKITTY Oceanpark SG HK MY,S$0,NA,Entertainment,Attractions,Theme park,https://media.karousell.com/media/photos/products/2016/04/13/153142_49865184_thumbnail.jpg
188,universal studios singapore ticket sea aquarium adventure cove cable car luge skyride madam tussaud trick eye  sentosa zoo bird park river safari night safari snow city science centre legoland Zoo sky park marina Garden by the bay cheap discount tickets,S$9,NA,"💕Please Whatsapp:  +(65) 91018948💕  💕E ticket: No need to Print out Open dated tickets, Can be use from mobile and tablet  💕*Universal Studios Sentosa (USS)环球影城 *You can go out of USS for your lunch and back LIMITED TICKETS ONLY E ticket (No need to print out) Adult  $58  (U.P. SGD 81.00)    Child  ",Attractions,Theme park,https://media.karousell.com/media/photos/products/2019/09/11/144928_109408585_thumbnailc_progressive_thumbnail
189,HOT DEALS  AVAIL🔥Trickeye museum tickets for sale!  USS SEA AQUARIUM ADVENTURE COVE TRICKEYE MADAME TUSSARDS ZOO RIVER SAFARI NIGHT SAFARI RAINFOREST LUMINA BIRD PRK WINGS OF TIME,S$12.90,NA,🕶View These 3D DRAWINGS! Tickets For Sale!  Trickeye museum  $Whatsapp to get the best quote!   Feel free to Whatsapp me is you need to enquire for any tickets! Just press the link below to chat with me! https://wa.me/6587274091?text=I'm%20interested%20in%20your%20Attraction%20tickets%20posted%20in%,Attractions,Theme park,https://media.karousell.com/media/photos/products/2020/01/12/135043_141745762_thumbnail_progressive_thumbnail.jpg
190,adventure cove adventure cove adult adventure cove adventure cove Sentosa cheap ticket discount promotion Universal Studios Aquarium Zoo night Safari Cable car Madam Tussauds Luge skyline Bird park Fun Pass Butterfly Trick Eye Snow City Legoland,S$21,NA,"💕 Please Whatsapp:  +(65) 91018948 💕 Adult $26 Child $21 ADVENTURE COVE WATER PARK  10:00am 6:00pm   水上探险乐园  💕E ticket (No need to Print copy) Adult $26  (U.P. SGD 38.00) Child $21   (U.P. SGD 30.00)  Please Whatsapp: 91018948  E ticket:  No need to Print out, with the soft copy from mobile or table",Attractions,Theme park,https://media.karousell.com/media/photos/products/2018/12/26/224716_109682132_thumbnail_progressive_thumbnail.jpg
191,Ticket Attraction Singapore Malaysia Hong kong USS Disneyland Legoland Gardenbythebay Mbs Adventure Cove Wings Of Time Singapore Zoo Singapore Flyer Sea Aquarium River Safari Jurongbird Nightsafari Luge&skyride Angrybird HELLOKITTY Oceanpark SG HK MY,S$0,NA,ALL READY STOCK NO CANCELING OF ORDER NO REFUND NO FURTHER NEGOTIATIONS  NO TRADE ONLY SELF-COLLECT AT MRT / POSTAGE / EMAIL.  TICKET WILLBE EMAILED TO YOU WITHIN 24-48HR AFTER PAYMENT. GIVE ME FIXED DATE AND TRANSFER ME 1-2DAYS BEFORE YOU GO.  •Last UPDATE for 2016: 1.a) USS Eticket $55 (A)~ FIXED ,Attractions,Theme park,https://media.karousell.com/media/photos/products/2016/02/06/005400_43005926_thumbnail.jpg
192,Ticket Attraction Singapore Malaysia Hong kong USS Disneyland Legoland Gardenbythebay Mbs Adventure Cove Wings Of Time Singapore Zoo Singapore Flyer Sea Aquarium River Safari Jurongbird Nightsafari Luge&skyride Angrybird HELLOKITTY Oceanpark SG HK MY,S$0,NA,ALL READY STOCK NO CANCELING OF ORDER NO REFUND NO FURTHER NEGOTIATIONS  NO TRADE ONLY SELF-COLLECT AT MRT / POSTAGE / EMAIL.  TICKET WILLBE EMAILED TO YOU WITHIN 24-48HR AFTER PAYMENT. GIVE ME FIXED DATE AND TRANSFER ME 1-2DAYS BEFORE YOU GO.  •Last UPDATE for 2016: 1.a) USS Eticket $55 (A)~ FIXED ,Attractions,Theme park,https://media.karousell.com/media/photos/products/2016/02/28/005851_45024125_thumbnail.jpg
193,cable car cable car cable car cable cable car Cable Car Cablecar cheap ticket sentosa night safari river safari zoo bird park river cruise madam Tussaud luge skyride universal studios aquarium adventure cove cable sentosa cheap ticket discount promotion,S$19,NA,"💕 Please Whatsapp:  91018948 💕 Adult $19 Child $15 Cable Car cheap ticket discount 2 ways and Sentosa line   Cable Car  珠宝缆车,包括入岛费   8:45am to 10:00pm (Last Boarding at 9:30pm) Mount Faber Line or Harbour Front Line to Sentosa + Sentosa Line inside Sentosa. Round trip,  includes Sentosa Island Admis",Attractions,Theme park,https://media.karousell.com/media/photos/products/2019/05/11/123523_228489427_thumbnail0_progressive_thumbnail
194,sky park marina Skypark sky park marina observation Sky Park Marina skypark Sentosa cheap ticket discount promotion Universal Studios Aquarium Adventure cove Zoo night Safari Cable carLuge skyline Bird park Fun Pass Butterfly Trick Eye Snow City Legoland,S$12,NA,💕 Please Whatsapp:  +(65) 91018948 💕 Adult $16 Child $12 Senior $15 💕SKY PARK MARINA BAY SANDS OBSERVATION DECK Admission:   Mon - Thur  9:30am to 10pm		Fri - Sun  9:30am to 11pm E ticket (No need to Print out) Adult   $16   (U.P. SGD 26.00) Child   $12   (U.P. SGD 20.00) Senior $15   (U.P SGD 23.00,Attractions,Theme park,https://media.karousell.com/media/photos/products/2018/12/12/233532_108955754_thumbnail_progressive_thumbnail.jpg
195,1 Altitude altitude altitude viewing gallery Viewing Gallery 1 Altitude cheap ticket discount promotion river cruise clark quay garden by the bay sky park marina Superpark xd theatre Nerf Action Xperience Universal Studios Aquarium adventure cove,S$12,NA,💕 Whatsapp +(65) 91018948 💕 💕 Adult $16  Child $12  (Senior $15  65 years and above)  💕1-ALTITUDE VIEWING GALLERY  Monday to Sunday 8:30am to 5:30pm (Last admission: 5pm) 1-Altitude Viewing Gallery (Day Admission Only)  E ticket (No need to print out) Adult  $16  (U.P. SGD 25.00) Child  $12 (U.P. SG,Attractions,Theme park,https://media.karousell.com/media/photos/products/2019/11/12/155605_261971342_thumbnail0_progressive_thumbnail
196,sea aquarium aquarium adult Aquarium sea Aquarium sea aquarium aquarium aj hackett Sentosa cheap ticket discount Universal Studios Adventure cove Zoo night Safari Cable car Madam Tussauds Luge skyline Bird park Butterfly Trick Eye Snow City Legoland,S$14.50,NA,💕 Please Whatsapp:  +(65) 91018948 💕 Adult $25 Child $14.50 Senior  $19 S.E.A AQUARIUM  Full day 10:00am 7:00pm   Last Admission 6:30pm  海洋馆   💕E ticket (No need to Print copy) / Physical Adult $25        (U.P. SGD 40.00)    Child  $14.50 (U.P. SGD 29.00) till 31 March 2021 Senior $19       (U.P. SG,Attractions,Theme park,https://media.karousell.com/media/photos/products/2019/07/21/211746_109682227_thumbnail__progressive_thumbnail
197,fun pass 55 80 120 token tokens Sentosa fun pass fun pass funpass Sentosa cheap ticket discount promotion Universal Studios Aquarium Adventure cove Zoo night Safari Cable car Madam Tussauds Luge skyline Bird park Fun Pass Butterfly Trick Eye Snow City,S$48,NA,💕 Please Whatsapp:  +(65) 91018948 💕 Adult $48  Child $48  SENTOSA TOKEN FUN PASS 1 Day  E Ticket(No need to print out)  💕Sentosa 55 tokens Fun Pass  Adult  $48  (U.P. SGD 51.00)    Child  $48  (U.P. SGD 51.00)    💕Sentosa 80 tokens Fun Pass  Adult  $67  (U.P. SGD 72.00)    Child  $67  (U.P. SGD 72.,Attractions,Theme park,https://media.karousell.com/media/photos/products/2018/09/30/234658_138656081_thumbnail_progressive_thumbnail.jpg
198,(Jap) Doraemon: Nobita's Treasure Island (PG),$9.00,109 minutes,"In the story, Doraemon, Nobita, Shizuka, Gian, and Suneo set out on an adventurein the Caribbean Sea. Nobita is the captain of a ship and fights his enemies on board. Shizuka gets kidnapped, and a storm impede their journey. Mini-Dora help Nobita and friends on their journey. When the adventurers finally find the mysterious Treasure Island, they discover it is more than just an ordinary island.",Movies,Animation,https://www.gv.com.sg/media/imagesresize/img3505.jpg
199,The Princess And The Matchmaker (PG13: Some Sexual References),$9.00,110 minutes,"In the wake of prolonged famine, the palace arranges Princess Songhwa (SHIM Eun-kyung)’s marriage in order to correct the misfortune. A renowned diviner, Seo Doyoon (LEE Seung-gi), is brought in to find the perfect husband that will have the best marital harmony with the princess. From candidates all over the country, 4 prospective husbands with different fate signs are shortlisted. However, the princess who refuses to accept that her life partner will be chosen solely based on fortune reading and decides to sneak out of the palace to meet the candidates before the final decision is made. Doyoon finds out about this later, and follows after her.",Movies,Romance/ Comedy,https://www.gv.com.sg/media/imagesresize/img3506.jpg
200,A Fantastic Woman (M18: Mature Theme),$9.00,100 minutes,"Winner of the Academy Awards for Best Foreign Language Film , A Fantastic Woman, talks of love, acceptance, caring and identity in a whole new way Winner of several awards and accolades , it was also selected to compete for the Golden Bear in the main competition section of the 67th Berlin International Film Festival. It was selected as the Chilean entry for the Best Foreign Language Film where it won in the 90th Academy Awards The story is about Marina , a trans woman and how she deals with the death of her boyfriend to then rediscover her own identity . Marina, is a singer and waitress. She has just moved in with her lover, Orlando. One night, Orlando wakes up feeling very unwell. Unable to stand up, he collapses and falls down a staircase. Marina rushes him to a hospital, but Orlando dies, apparently from a stroke. Marina is viewed with suspicion both by the doctors and Orlando's family. A detective comes to the restaurant where Marina works, and asks Marina questions suggesting that Orlando's death had resulted from a physical altercation between the two of them. Meanwhile, Orlando's ex-wife and Orlando's son forbids Marina from attending the wake or the funeral. Marina struggles for the right to be herself in spite of the allegations. To make matters worse, the exclusions might have more to do with her identity rather than the death of Orlando. The film currently holds a 93% approval rating on Rotten Tomatoes, based on 182 reviews, with an average rating of 8.2/10. Among top critics on the site, it holds an average rating of 8.4/10. The website's critical consensus reads, ""Subtle and tender, A Fantastic Woman handles its timely, sensitive subject matter with care. It currently holds a score of 87 out of 100 on Metacritic based on 41 reviews, indicating ""universal acclaim""",Movies,Drama,https://www.gv.com.sg/media/imagesresize/img3507.jpg
201,Bayi Gaib (NC16: Some Violence & Horror),$9.00,91 minutes,"Bayi Gaib: Bayi Tumbal Bayi Mati is a 2018 Indonesian pregnancy-themed supernatural horror film directed by Rizal Mantovani (Wewe) based on a screenplay by Baskoro Adi Wuryanto. The movie stars Rianti Cartwright, Ashraf Sinclair and Mario Lawalata. Rafa, a succesful contractor, is having a baby with her wife, Farah. But things get strange when the birth of the baby is unnormal. And a lot of mysterious things happens around Rafa and Farah.",Movies,Horror/ Thriller,https://www.gv.com.sg/media/imagesresize/img3508.jpg
202,Tomorrow Is Another Day 黄金花 (M18: Sexual Scene),$9.00,91 minutes,"Mrs. Wong knows her husband is carrying on an affair, but for the sake of their marriage and autistic son, she has chosen to silently endure. However, the mistress bears and ulterior motive and comes to disturb their lives, and in the end, Mr. Wong leaves home after a fight. Feeling at a loss and struggling to watch over her son by herself, Mrs. Wong begins to plot ways to take revenge against the mistress.",Movies,Drama,https://www.gv.com.sg/media/imagesresize/img3509.jpg
203,Dukun (PG13: Disturbing Scenes ),$9.00,106 minutes,"It’s a tale about the lure of riches, power, eternal youth, beauty and the blood one must spill to achieve this. Dukun centres around a conflicted lawyer, Karim, who is searching for his lost child, Nadia. His desperation leads him to be entangled with an alleged murderer, Diana Dahlan, who links the disappearance of Nadia to darker secrets that could cause Karim to lose everything.",Movies,Horror/ Thriller,https://www.gv.com.sg/media/imagesresize/img3510.jpg
204,Dude's Manual 脱单告急 (PG: Some Sexual References),$9.00,101 minutes,"He Xiaoyang, who is single for four years, is mistaken as head girl Guan Xin‘s love interest by accident. To get rid of He Xiaoyang, Guan Xin decides to help him pursue the most beautiful girl in campus Li Shushu. With Guan Xin’s help, He Xiaoyang learns the most efficient way to pursue a girl. But he can’t figure out whether there is really a way to face his true love.",Movies,Comedy,https://www.gv.com.sg/media/imagesresize/img3511.jpg
205,Sakura Guardian In The North (PG: Some Violence),$9.00,126 minutes,"Spring of 1945, cherry blossoms flower in southern Sakhalin, a symbol of hope for Tetsu Ezure and her family. But with the Soviet Union’s invasion the following August they flee to Abashiri, Hokkaido, to a life of harsh cold and hunger through which they struggle to survive. 1971, younger son Shujiro, now grown, has returned to Japan where he meets his mother for the first time in fifteen years. The war is over but her post-traumatic stress disorder still remains, and she is at times delusional and makes a nuisance of herself. Then she disappears – not wanting to cause further problems for her successful son, she wishes to go back to Abashiri. Shujiro follows in an effort to reach out, mother and son setting out around the vast plains of Hokkaido on a journey into the past, opening the door to long-buried memories.",Movies,Drama,https://www.gv.com.sg/media/imagesresize/img3512.jpg
206,Inuyashiki (PG13: Some Violence),$9.00,127 minutes,"Ichiro Inuyashiki (Noritake Kinashi) is an elderly man, working for a company. One day, Ichiro Inuyashiki is involved in an explosion. When he regains consciousness, he discovers that he is now a cyborg with incredible powers. He decides to use his powers to help those in need. Meanwhile, Hiro Shishigami (Takeru Satoh) is a high school student. He was also involved in the same explosion and has gained the same the powers as Ichiro Inuyashiki. Hiro Shishigami decides to use his power to kill off all those who are hostile to him. Ichiro Inuyashiki attempts to save Japan from Ichiro Inuyashiki.",Movies,Action/ Thriller,https://www.gv.com.sg/media/imagesresize/img3513.jpg
207,Champion (PG: Some Coarse Language),$9.00,108 minutes,"Mark is a disgraced arm wrestling champion who was adopted by an American family when he was a boy. He’s a bouncer at a club and befriends a Korean sports agent named Jin-ki, who has a knack for schemes to make money from any situation he’s in. Lured by an arm wrestling tournament in Korea and Jin-ki’s scheme to make a fortune from it, Mark comes back to his native country for the first time in 30 years. When he arrives, Jin-ki gives him his biological mother’s address. Hesitant at first, he goes to the address and is united with a sister he didn’t know existed and embraced by a new family, he prepares himself to make a mark on the tournament.",Movies,Drama/ Comedy,https://www.gv.com.sg/media/imagesresize/img3514.jpg
208,Sound Of Silence (PG),$9.00,88 minutes,"Set in a beautiful Himalayan valley, it's a journey of a neglected and abandoned mute boy, who loses his mother at birth and is furiously neglected by his father. When his father goes behind bars, the boy stares at a lonely and deserted life ahead. His relationship with an elderly Buddhist monk helps him to detach from his voiceless suffering and to explore the bond that each creation shares with nature. With nowhere to go, he joins a Budhist monastery even as he fights an inner battle of unrequited love.",Movies,Drama,https://www.gv.com.sg/media/imagesresize/img3515.jpg
209,Brother Of The Year (PG13: Some Coarse Language),$9.00,124 minutes,The top-grossing Thai movie of 2018! A romantic comedy involving a savage brother who constantly meddles in his younger sister’s perfect love life.,Movies,Comedy/ Romance,https://www.gv.com.sg/media/imagesresize/img3516.jpg
210,Mudras Calling (PG),$9.00,106 minutes,"Myanmar born, US-raised music student Jaden, makes his way through the crowded streets of Yangon, Myanmar to research his thesis on Burmese traditional music. His guide, beautiful and proud Burmese dancer Hnin Thuzar, accompanies him as he travels through the unique landscape of Bagan, Mandalay and Inle Lake in Shan State. When he asks her help locating his birth parents, their journey takes on another dimension. As he gets to know her, their cultural divide becomes more apparent, but it takes a tragic accident to make him realize he’s falling in love with her.",Movies,Romance/ Drama,https://www.gv.com.sg/media/imagesresize/img3517.jpg
211,Laplace's Witch (PG),$9.00,116 minutes,"When a series of inexplicable deaths by hydrogen sulphide poisoning occurs, a university geochemistry professor Shusuke Aoe (Sho Sakurai) is engaged to consult on the cases. During his course of investigation, he meets a strange girl Madoka Uhara (Suzu Hirose) with extraordinary abilities, who is searching for a missing friend. Calling herself ""Laplace's Witch"", she will bring new clues to the table that will change Aoe's beliefs forever...",Movies,Suspense/ Thriller,https://www.gv.com.sg/media/imagesresize/img3518.jpg
212,Danur 2 - Maddah (PG13: Horror),$9.00,92 minutes,"Danur 2 Maddah the sequel of ""Ghost Danur"" tells the story of Risa with his best friend, namely; William, Peter, Hans, Janshen and Hendrik. But now their friendship is coming to two new members, Norma and Marianne. But with the presence of selfish and hard-hearted Marianne, Peter and his friends were uncomfortable. On the other hand, Risa has grown up and is busy in the real world. But Risa realized that her friendship with Pater and her friends was now threatened. From there Risa began to visit a new place in the house by the five of her best friends, an old school. There he met two new members, Norma and Marianne and some ghosts living in that old school.",Movies,Horror,https://www.gv.com.sg/media/imagesresize/img3519.jpg
213,Sid & Aya - Not A Love Story (PG13: Some Coarse Language),$9.00,98 minutes,"Sid (Dingdong Dantes) is a guy who suffers from insomnia. Through the many lonely nights, he meet Aya (Anne Curtis). Who is she really? And how will she change Sid's life?",Movies,Romance/ Drama,https://www.gv.com.sg/media/imagesresize/img3520.jpg
214,2359: The Haunting Hour (PG13: Horror & Some Sexual References),$9.00,89 minutes,"Following the box office success of 23:59, The franchise 2359: THE HAUNTING HOUR continues to tell horror encounters of camp mates during their army days. This time, the movie features a trifecta of horror stories span over different critical eras in the history of Singapore’s National Service. The various eras will be represented by the iconic uniforms of the time.",Movies,Horror,https://www.gv.com.sg/media/imagesresize/img3521.jpg
215,Over Drive (PG),$9.00,105 minutes,"Two brothers Naozumi (Mackenyu Arata 新田真剑佑) and Atsuhiro Hiyama (Masahiro Higashide 东出昌大) are the racer and chief mechanic of SPICA Racing Factory respectively. Aiming for the World Rally Championship, Naozumi has to beat his rival Akira Shinkai (Takumi Kitamura北村匠海) at the Seiko Cup Rally Series (SCRS), in order to qualify for it. Desperate to win, Naozumi drives recklessly, often crashing his car, much to Atsuhiro's dissent. Naozumi believes that speed is all it takes to win, but to Atsuhiro, it is more than that. Their conflict in opinions causes their relationship to sour. Will the brothers work through their differences to win the ultimate race?",Movies,Action/ Adventure,https://www.gv.com.sg/media/imagesresize/img3522.jpg
216,Burning (M18: Sexual Scene),$9.00,148 minutes,"Deliveryman Jongsu is out on a job when he runs into Haemi, a girl who once lived in his neighborhood. She asks if he'd mind looking after her cat while she's away on a trip to Africa. On her return she introduces to Jongsu an enigmatic young man named Ben, who she met during her trip. And one day Ben tells Jongsu about his most unusual hobby...",Movies,Mystery/ Drama,https://www.gv.com.sg/media/imagesresize/img3523.jpg
217,Shoplifters (M18: Some Sexual Scenes),$9.00,121 minutes,"After one of their shoplifting sessions, Osamu and his son come across a little girl in the freezing cold. At first reluctant to shelter the girl, Osamu’s wife agrees to take care of her after learning of the hardships she faces. Although the family is poor, barely making enough money to survive through petty crime, they seem to live happily together until an unforeseen incident reveals hidden secrets, testing the bonds that unite them…",Movies,Drama,https://www.gv.com.sg/media/imagesresize/img3524.jpg
218,Talvar (PG13: Some Violence),$9.00,133 minutes,"Talvar (The Sword) is a Bollywood murder mystery thriller film directed by Meghna Gulzar.The film is based on the real life incident of the 2008 Noida double murder case, in which a teenage girl and the domestic help were found murdered, and her parents were arrested for the murders. The film showcases three perspectives to the case which emerge as the investigation moves forward.",Movies,Drama/ Thriller,http://media.gv.com.sg/imagesresize/img4505.jpg
219,Puli (PG13: Some Violence),$9.00,154 minutes,"Puli (English: Tiger) is an upcoming Indian Tamil action-adventure fantasy film written and directed by Chimbu Deven. The film features Vijay in a dual role alongside an ensemble cast including Sudeep, Prabhu, Sridevi, Shruti Haasan, Hansika Motwani andNandita.Produced by Vijay's public relations officer Selvakumar, the project has music composed by Devi Sri Prasad, Natarajan Subramaniam as cinematographer and has T.Muthuraj as Production Designer.",Movies,Action/ Adventure,http://media.gv.com.sg/imagesresize/img4506.jpg
220,Singh Is Bling (PG: Some Violence),$9.00,139 minutes,"Raftaar Singh (Akshay Kumar), the apple of his mother’s (Rati Agnihotri) eye, is also the biggest irritant for his father (Yograj Singh). He is always looking to have fun and runs away from responsibility. This displeases his father to no end. One day, fed up of his dalliances, his fathers orders Raftaar to go to Goa and work for his friend there, and learn to take on responsibility.",Movies,Comedy,http://media.gv.com.sg/imagesresize/img4507.jpg
221,Kunjiramayanam (PG),$9.00,123 minutes,‘Kunjiramayanam’ set in a rustic village named Desham revolves around a group of youngsters. The movie is written and directed by debutant Basil Joseph who was earlier known for directing popular and acclaimed short films Priyamvadha Katharayano.. Actor siblings Vineeth Sreenivasan and Dhyan Sreenivasan are acting together for the first time .,Movies,Romance/ Comedy,http://media.gv.com.sg/imagesresize/img4508.jpg
222,Kis Kisko Pyaar Karoon (PG),$9.00,133 minutes,"It’s said that the second name of marriage is an accident. That is why wise people always run away from marriage. Usually people are accident prone, but SRK – Shiv Ram Kishan (Kapil Sharma) – is ‘marriage prone’. So not only does he get married once or twice but thrice and to top it all he also has a girlfriend (Elli Avram)! Fun-loving romantic, SRK, falls in love with all four women, but how will he keep them from finding out about each other? That is the essence of this fun-filled and entertaining story.",Movies,Comedy,http://media.gv.com.sg/imagesresize/img4509.jpg
223,Jazbaa (NC16: Sexual Violence),$9.00,125 minutes,"Jazbaa is a fast paced, edge of your seat, action thriller with an equally frantic and bustling Mumbai city as its backdrop. Directed by Sanjay Gupta, the film stars Aishwarya Rai Bachchan and Irrfan in lead roles.",Movies,Action/ Thriller,http://media.gv.com.sg/imagesresize/img4510.jpg
224,10 Endrathukulla (PG13: Some Violence & Coarse Language),$9.00,145 minutes,"Directed by cinematographer turned director SD Vijay Milton, 10 Enradhukulla is an upcoming road thriller movie with Vikram-Samanth as the lead pair and Jackie Shroff plays the antagonist. Music is composed by D. Imman.",Movies,Road Thriller,http://media.gv.com.sg/imagesresize/img4512.jpg
225,Dagaalty (NC16: Some Drug Use),$9.00,122 minutes,"Vijay Samrat of Mumbai is one of the richest and most powerful business tycoons in the country Guru, a young and charming guy also living in Mumbai is a freelancer of low-level illegal stuff. Malli is an intelligent, brave and innocent girl from Thiruchendur, whose ambition is to become a film director. She runs away from home. Guru tells her that Shah Rukh Khan is a close friend of him, that he can get her to meet him and hence convinces her to go with him to Mumbai. He hand over her to Vijay Samrat’s people and gains the full amount of 10 crores. Guru realizes that he has made a huge mistake by handing her over to Vijay Samrat’s people and feels guilty for exploiting Malli’s innocence. What will happen to Malli? Will Guru save Malli at the right time? If so, how does he do it? Forms the rest of the narrative.",Movies,Action/ Comedy,https://www.gv.com.sg/media/imagesresize/img4513.jpg
226,Ennu Ninte Moideen (PG),$9.00,168 minutes,"Ennu Ninte Moideen is a romantic drama that invites its viewers to soak themselves in a compelling romantic tale that is prudently drawn from real life. A pithy, well­acted and remarkably crafted film, this narrative of love, comes across as a true celebration of the tender, expectant spirit that lies deep within it.",Movies,Romance,http://media.gv.com.sg/imagesresize/img4514.jpg
227,Shanndar (PG13: Some Drug & Sexual References),$9.00,170 minutes,Shaandar movie will be India’s first destination wedding film where both Shahid and Alia suffer from insomnia and it is their quirkiness that gets them bonding.,Movies,Romantic Comedy,http://media.gv.com.sg/imagesresize/img4515.jpg
228,Kendasampige (PG),$9.00,99 minutes,"Kendasampige (Kannada: ಕೆಂಡಸಂಪಿಗೆ) is a 2015 Indian Kannada thriller film directed by Duniya Soori and written by Surendranath. It stars Santhosh Reva and Manvitha Harish in the lead roles, making their debuts with the film. Rajesh Nataranga, Prakash Belawadi and Chandrika feature in supporting roles. The film was released with a tagline Part II Ginimari Case, and is a sequel to Soori's forthcoming film Kaage Bangara. The plot which is centered around a couple who are framed in a case of crime and are on a run from police, exposes the nexus between the latter and the influential.",Movies,Thriller,https://www.gv.com.sg/media/imagesresize/img4516.jpg
229,Life Of Josutty (PG13: Some Sexual References),$9.00,160 minutes,"After the all-time block buster movie “DRISHYAM” , ace director Jeethu Joseph comes up with “Life Of Josutty”",Movies,Family,https://www.gv.com.sg/media/imagesresize/img4517.jpg
230,Amar Akbar Anthony (PG13: Some Violence),$9.00,141 minutes,"Amar Akbar Anthony is a Malayalam comedy-thriller directed by former mimicry artist and actor Nadirshah .Prithviraj, Indrajith and Jayasurya are reuniting after the much popular film ‘Classmates’",Movies,Comedy,https://www.gv.com.sg/media/imagesresize/img4518.jpg
231,Thoonga Vanam (PG13: Some Violence),$9.00,127 minutes,"Directed by Rajesh M Selva an assistant of Kamal Haasan and music composed by Ghibran, Thoonga Vanam is an upcoming crime thriller movie with a stellar star cast which includes Kamal Haasan, Trisha, Prakash Raj.",Movies,Crime Thriller,https://www.gv.com.sg/media/imagesresize/img4519.jpg
232,Singapore World International Film Festival,$9.00,127 minutes,"Directed by Rajesh M Selva an assistant of Kamal Haasan and music composed by Ghibran, Thoonga Vanam is an upcoming crime thriller movie with a stellar star cast which includes Kamal Haasan, Trisha, Prakash Raj.",Movies,Crime Thriller,https://media.gv.com.sg/imagesresize/imgcb5f02c1-0920-42e0-b44f-a5f56ffbb89b.jpg
